"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"nome_key";"BENS_TOTAL";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"Nome.candidato";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA"
250000011654;"JOSE LUIZ ZANZINI";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PEDAGOGO";"APTO";"N";"JOSE LUIZ ZANZINI";201202,8;1047;"SUPLENTE";NA;NA;NA;NA
250000011635;"FATIMA DE OLIVEIRA AFFONSO";"#NULO#";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";"FATIMA DE OLIVEIRA AFFONSO";NA;1586;"SUPLENTE";"FATIMA DE OLIVEIRA AFFONSO";240;"Outros Recursos";"Recursos de pessoas físicas"
250000008339;"JOÃO PAULO DE ARAÚJO SERRA";"#NULO#";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"JOÃO PAULO DE ARAÚJO SERRA";85000;950;"SUPLENTE";NA;NA;NA;NA
250000040566;"DINÁ MARIA FERREIRA";"#NULO#";"SD";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"PARDA";"SECRETÁRIO E DATILÓGRAFO";"APTO";"N";"DINÁ MARIA FERREIRA";1521,05;183;"NÃO ELEITO";NA;NA;NA;NA
250000019170;"SERGIO HENRIQUE RODRIGUES VIEIRA";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ENFERMEIRO";"APTO";"N";"SERGIO HENRIQUE RODRIGUES VIEIRA";NA;605;"SUPLENTE";NA;NA;NA;NA
250000010912;"RAIMUNDO NONATO ALVES BATISTA";"#NULO#";"PMB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"RAIMUNDO NONATO ALVES BATISTA";NA;883;"SUPLENTE";NA;NA;NA;NA
250000050185;"CARINA SOARES PORTELA";"#NULO#";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"APTO";"N";"CARINA SOARES PORTELA";NA;10;"NÃO ELEITO";NA;NA;NA;NA
250000010875;"ALUIZIO PEREIRA SIMOES";"#NULO#";"PHS";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"GERENTE";"APTO";"N";"ALUIZIO PEREIRA SIMOES";NA;888;"SUPLENTE";NA;NA;NA;NA
250000027278;"DOJEVAL ALVES LOPES";"#NULO#";"PRP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";"DOJEVAL ALVES LOPES";50000;448;"NÃO ELEITO";NA;NA;NA;NA
250000027286;"CLOVIS CASSIANO DA SILVA";"#NULO#";"PRP";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"PRETA";"AGENTE DE SAÚDE E SANITARISTA";"APTO";"N";"CLOVIS CASSIANO DA SILVA";NA;458;"NÃO ELEITO";NA;NA;NA;NA
250000015098;"JACQUELINE MOREIRA DOS SANTOS ALMEIDA";"#NULO#";"REDE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";"JACQUELINE MOREIRA DOS SANTOS ALMEIDA";10000;1826;"NÃO ELEITO";"JACQUELINE MOREIRA DOS SANTOS ALMEIDA";1000;"Outros Recursos";"Recursos próprios"
250000092254;"BEATRIZ HUMMEL QUERIDO";"#NULO#";"PP";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"TAXISTA";"APTO";"N";"BEATRIZ HUMMEL QUERIDO";0,01;168;"SUPLENTE";NA;NA;NA;NA
250000006167;"NELSON FERREIRA FILHO";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"NELSON FERREIRA FILHO";580431,18;1443;"NÃO ELEITO";"NELSON FERREIRA FILHO";4267,25;"Outros Recursos, Fundo Partidario";"Recursos de partido político"
250000093149;"MARCIO VICENTE DE MIRANDA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"TAXISTA";"APTO";"N";"MARCIO VICENTE DE MIRANDA";NA;378;"NÃO ELEITO";"MARCIO VICENTE DE MIRANDA";766,67;"Outros Recursos";"Recursos de pessoas físicas, Recursos de partido político"
250000019150;"LUCI ADÃO";"#NULO#";"PTB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";"LUCI ADÃO";390845;817;"SUPLENTE";NA;NA;NA;NA
250000008357;"MAURO HENRIQUE MANDEL";"#NULO#";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";"N";"MAURO HENRIQUE MANDEL";269658,29;474;"SUPLENTE";"MAURO HENRIQUE MANDEL";5280;"Fundo Partidario";"Recursos de partido político"
250000040564;"CASSIA PATRICIA GARCIA DE TOLEDO RODRIGUES";"#NULO#";"SD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"CASSIA PATRICIA GARCIA DE TOLEDO RODRIGUES";225106,2;205;"NÃO ELEITO";NA;NA;NA;NA
250000022110;"ANTONIO DAMASCENO BORGES FILHO";"#NULO#";"PR";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"ADMINISTRADOR";"APTO";"N";"ANTONIO DAMASCENO BORGES FILHO";20071,69;734;"SUPLENTE";"ANTONIO DAMASCENO BORGES FILHO";15060;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000024353;"JOÃO BATISTA MAGALHÃES PAES DE BARROS FILHO";"#NULO#";"PSTU";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";"JOÃO BATISTA MAGALHÃES PAES DE BARROS FILHO";24900;511;"NÃO ELEITO";"JOÃO BATISTA MAGALHÃES PAES DE BARROS FILHO";6571,16;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000008351;"ANA CLEIDE BRITO BORGES DE OLIVEIRA";"#NULO#";"PRB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";"ANA CLEIDE BRITO BORGES DE OLIVEIRA";NA;1734;"SUPLENTE";NA;NA;NA;NA
250000022104;"VERA EUNICE RODRIGUES DA SILVA";"#NULO#";"PT";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"APTO";"N";"VERA EUNICE RODRIGUES DA SILVA";NA;10464;"SUPLENTE";"VERA EUNICE RODRIGUES DA SILVA";51760,97;"Fundo Partidario, Outros Recursos";"Recursos de outros candidatos, Recursos de pessoas físicas, Recursos de partido político"
250000050192;"SILVIA FERNANDES DA SILVA";"#NULO#";"PSL";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"DONA DE CASA";"APTO";"N";"SILVIA FERNANDES DA SILVA";NA;114;"NÃO ELEITO";NA;NA;NA;NA
250000040552;"JOSÉ SEBASTIÃO DE OLIVEIRA";"#NULO#";"SD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"JOSÉ SEBASTIÃO DE OLIVEIRA";45000;134;"NÃO ELEITO";NA;NA;NA;NA
250000058398;"NIVALDO SOARES DA SILVA FILHO";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADMINISTRADOR";"APTO";"N";"NIVALDO SOARES DA SILVA FILHO";180000;1031;"SUPLENTE";NA;NA;NA;NA
250000022132;"GILBERTO DE ALMEIDA RIBEIRO";"#NULO#";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"FARMACÊUTICO";"APTO";"N";"GILBERTO DE ALMEIDA RIBEIRO";NA;281;"SUPLENTE";"GILBERTO DE ALMEIDA RIBEIRO";14482,73;"Outros Recursos, Fundo Partidario";"Recursos de origens não identificadas, Recursos próprios, Recursos de partido político"
250000022143;"ANDREA BAZARIAN";"#NULO#";"PDT";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";"ANDREA BAZARIAN";750000;368;"SUPLENTE";"ANDREA BAZARIAN";2000;"Outros Recursos";"Recursos de pessoas físicas"
250000011665;"MAURO CESAR CARDOSO MENDRADO";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";"MAURO CESAR CARDOSO MENDRADO";NA;849;"SUPLENTE";NA;NA;NA;NA
250000022096;"NAZARENO ANTÔNIO DA SILVA";"#NULO#";"PT";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";"N";"NAZARENO ANTÔNIO DA SILVA";38973;8252;"SUPLENTE";"NAZARENO ANTÔNIO DA SILVA";55692,27;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político"
250000093882;"NELSON SANTANA DE OLIVEIRA";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";"NELSON SANTANA DE OLIVEIRA";NA;126;"NÃO ELEITO";NA;NA;NA;NA
250000011652;"ADRIANA SIMOES DE ARAUJO";"#NULO#";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SECRETÁRIO E DATILÓGRAFO";"APTO";"N";"ADRIANA SIMOES DE ARAUJO";NA;189;"SUPLENTE";NA;NA;NA;NA
250000027301;"LUIZ ROBERTO COPATI";"#NULO#";"PRP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"LUIZ ROBERTO COPATI";650000;1450;"NÃO ELEITO";"LUIZ ROBERTO COPATI";1286,97;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político"
250000020812;"STEFANIA RODRIGUES SALVIATI";"#NULO#";"PMDB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"STEFANIA RODRIGUES SALVIATI";41000;180;"SUPLENTE";NA;NA;NA;NA
250000019200;"BRUNO LISBOA DOS SANTOS";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";"BRUNO LISBOA DOS SANTOS";29500;366;"SUPLENTE";NA;NA;NA;NA
250000050209;"SILVIA DOS SANTOS NAKANO";"#NULO#";"PSL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"SILVIA DOS SANTOS NAKANO";NA;432;"NÃO ELEITO";NA;NA;NA;NA
250000010851;"HAMILTON DA SILVA FARIA";"#NULO#";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ASSISTENTE SOCIAL";"APTO";"N";"HAMILTON DA SILVA FARIA";189003,95;42;"SUPLENTE";NA;NA;NA;NA
250000006172;"FRANCISLEI RIBEIRO BISPO";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"CABELEIREIRO E BARBEIRO";"APTO";"N";"FRANCISLEI RIBEIRO BISPO";NA;1004;"NÃO ELEITO";"FRANCISLEI RIBEIRO BISPO";8826,59;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000014871;"FERNANDO TAVARES ARAUJO DA SILVA";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"FERNANDO TAVARES ARAUJO DA SILVA";NA;1776;"SUPLENTE";"FERNANDO TAVARES ARAUJO DA SILVA";3522,95;"Outros Recursos, Fundo Partidario";"Recursos de origens não identificadas, Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000005811;"PAULO TOGNOLA PIMENTEL";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MÉDICO";"APTO";"N";"PAULO TOGNOLA PIMENTEL";139360,47;398;"SUPLENTE";"PAULO TOGNOLA PIMENTEL";9214,58;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000010843;"IZILDINHA MARCONDES DE MATTOS ESQUIRRA";"#NULO#";"PPS";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"DIRETOR DE EMPRESAS";"APTO";"N";"IZILDINHA MARCONDES DE MATTOS ESQUIRRA";180000;92;"SUPLENTE";NA;NA;NA;NA
250000024350;"FLAVIA BISCHAIN ROSA";"#NULO#";"PSTU";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";"FLAVIA BISCHAIN ROSA";NA;1470;"NÃO ELEITO";NA;NA;NA;NA
250000005820;"SAMANTHA DANGOT";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"SAMANTHA DANGOT";277905,19;2815;"SUPLENTE";"SAMANTHA DANGOT";137184;"Outros Recursos";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político"
250000014881;"ROBSON GOMES";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"TÉCNICO DE BIOLOGIA";"APTO";"N";"ROBSON GOMES";120000;90;"SUPLENTE";NA;NA;NA;NA
250000022113;"CARLOS AUGUSTO DA CUNHA SILVA";"#NULO#";"PR";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";"CARLOS AUGUSTO DA CUNHA SILVA";50150;443;"SUPLENTE";NA;NA;NA;NA
250000027295;"ANTONIO CLAUDINO CORDEIRO";"#NULO#";"PRP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"ANTONIO CLAUDINO CORDEIRO";NA;236;"NÃO ELEITO";NA;NA;NA;NA
250000010868;"JANIO CARVALHO SANTOS";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";"JANIO CARVALHO SANTOS";14500;4017;"SUPLENTE";NA;NA;NA;NA
250000020853;"RODRIGO ZARAGUETA MARTINS SCALISE";"#NULO#";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"RODRIGO ZARAGUETA MARTINS SCALISE";693940,77;688;"SUPLENTE";NA;NA;NA;NA
250000019137;"SIDERVAL MARQUES DE BRITO";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"SIDERVAL MARQUES DE BRITO";669458,69;1779;"SUPLENTE";"SIDERVAL MARQUES DE BRITO";18300;"Outros Recursos";"Recursos de pessoas físicas"
250000014888;"CELSO LUIS GIANNASI";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";"CELSO LUIS GIANNASI";995619,22;12139;"SUPLENTE";"CELSO LUIS GIANNASI";153402,89;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000014875;"MARIANA LUZIA ARON";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";"MARIANA LUZIA ARON";529000;1831;"SUPLENTE";"MARIANA LUZIA ARON";3077,01;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000005791;"FERNANDO BERTO DE BARROS FEITOSA";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"FERNANDO BERTO DE BARROS FEITOSA";2526,62;192;"SUPLENTE";NA;NA;NA;NA
250000058393;"MARIO COGUE FILHO";"#NULO#";"PTN";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"MARIO COGUE FILHO";637500;473;"SUPLENTE";"MARIO COGUE FILHO";100,01;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político"
250000022142;"ANDRE LUIZ DE OLIVEIRA";"#NULO#";"PDT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"COMERCIANTE";"APTO";"N";"ANDRE LUIZ DE OLIVEIRA";3195326,72;20481;"SUPLENTE";"ANDRE LUIZ DE OLIVEIRA";195550;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000006134;"SILVANA REGINA AZEREDO DOS SANTOS";"#NULO#";"PC do B";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"SERVIDOR PÚBLICO FEDERAL";"APTO";"N";"SILVANA REGINA AZEREDO DOS SANTOS";NA;342;"NÃO ELEITO";"SILVANA REGINA AZEREDO DOS SANTOS";10745,07;"Outros Recursos";"Recursos de pessoas físicas, Recursos de partido político"
250000006183;"EDNA APARECIDA DA SILVA";"#NULO#";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"TÉCNICO DE LABORATÓRIO E RAIOS X";"APTO";"N";"EDNA APARECIDA DA SILVA";NA;293;"NÃO ELEITO";"EDNA APARECIDA DA SILVA";4601,45;"Outros Recursos";"Recursos de partido político"
250000062804;"JOAO ROBERTO DE SIQUEIRA";"#NULO#";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";"N";"JOAO ROBERTO DE SIQUEIRA";250000;396;"NÃO ELEITO";NA;NA;NA;NA
250000010833;"RAIMUNDO SCAFF JUNIOR";"#NULO#";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"RAIMUNDO SCAFF JUNIOR";455956,27;1527;"SUPLENTE";NA;NA;NA;NA
250000093254;"JOÃO VIANELLE PINTO";"#NULO#";"PTB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"JOÃO VIANELLE PINTO";NA;474;"SUPLENTE";NA;NA;NA;NA
250000011022;"MILTON LEITE DA SILVA";"#NULO#";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"VEREADOR";"APTO";"S";"MILTON LEITE DA SILVA";2852041,38;107957;"ELEITO POR QP";"MILTON LEITE DA SILVA";2396056;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político"
250000014882;"RODRIGO OLEGARIO CARMELITA";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"AGENTE DE SAÚDE E SANITARISTA";"APTO";"N";"RODRIGO OLEGARIO CARMELITA";NA;1177;"SUPLENTE";NA;NA;NA;NA
250000058362;"ALESSANDRO LOPES RODRIGUES";"#NULO#";"PTN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"TAXISTA";"APTO";"N";"ALESSANDRO LOPES RODRIGUES";31900;1050;"SUPLENTE";NA;NA;NA;NA
250000006147;"EMERSON RODRIGUES DA SILVA ROCHA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"APTO";"N";"EMERSON RODRIGUES DA SILVA ROCHA";NA;78;"NÃO ELEITO";"EMERSON RODRIGUES DA SILVA ROCHA";5821,45;"Outros Recursos";"Recursos de pessoas físicas, Recursos de partido político"
250000008335;"ADEMAR ALVES DE CARVALHO";"#NULO#";"PRB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";"N";"ADEMAR ALVES DE CARVALHO";20000;5329;"SUPLENTE";NA;NA;NA;NA
250000027312;"GERSON FELIP CURPIEVSKY";"#NULO#";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"GERSON FELIP CURPIEVSKY";NA;489;"NÃO ELEITO";"GERSON FELIP CURPIEVSKY";3209,4;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000027317;"JOSE AILTON DE SOUZA";"#NULO#";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"JOSE AILTON DE SOUZA";NA;105;"NÃO ELEITO";NA;NA;NA;NA
250000022094;"MARIA IZABEL BEZERRA DE SÁ";"#NULO#";"PT";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";"N";"MARIA IZABEL BEZERRA DE SÁ";70000;438;"SUPLENTE";"MARIA IZABEL BEZERRA DE SÁ";43414,23;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas, Recursos de outros candidatos, Recursos próprios"
250000011686;"BRUNO BUM CHIN KIM";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"AMARELA";"PEDAGOGO";"APTO";"N";"BRUNO BUM CHIN KIM";NA;1095;"SUPLENTE";NA;NA;NA;NA
250000010838;"VALDENIR SIVIRINO VIRGINO";"#NULO#";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"COMERCIANTE";"APTO";"N";"VALDENIR SIVIRINO VIRGINO";NA;999;"SUPLENTE";"VALDENIR SIVIRINO VIRGINO";7265,4;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político, Recursos de outros candidatos"
250000038420;"CICERO DE HOLANDA CAVALCANTE";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";"CICERO DE HOLANDA CAVALCANTE";72000;274;"NÃO ELEITO";"CICERO DE HOLANDA CAVALCANTE";2491,12;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de partido político"
250000010859;"JUAREZ DOMINGOS COSTA";"#NULO#";"PHS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS";"APTO";"N";"JUAREZ DOMINGOS COSTA";NA;812;"SUPLENTE";NA;NA;NA;NA
250000013964;"UMBERTO DE CAMPOS SARTI FILHO";"#NULO#";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"PRODUTOR AGROPECUÁRIO";"APTO";"N";"UMBERTO DE CAMPOS SARTI FILHO";102000;1243;"NÃO ELEITO";NA;NA;NA;NA
250000019148;"JUAREZ PEREIRA DA SILVA";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";"JUAREZ PEREIRA DA SILVA";6000;6539;"SUPLENTE";NA;NA;NA;NA
250000093112;"CARLOS ROBERTO CERQUEIRA DA SILVA";"#NULO#";"PTN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"COMERCIÁRIO";"APTO";"N";"CARLOS ROBERTO CERQUEIRA DA SILVA";61700;711;"SUPLENTE";NA;NA;NA;NA
250000020780;"GISLAINE SAVIA";"#NULO#";"PMDB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"RELAÇÕES-PÚBLICAS";"APTO";"N";"GISLAINE SAVIA";NA;1256;"SUPLENTE";NA;NA;NA;NA
250000011693;"TATIANA DE OLIVEIRA";"#NULO#";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"TATIANA DE OLIVEIRA";NA;1427;"SUPLENTE";NA;NA;NA;NA
250000093436;"SAMIRA JORGOV LIMA";"#NULO#";"PSD";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"SAMIRA JORGOV LIMA";NA;113;"SUPLENTE";"SAMIRA JORGOV LIMA";10000;"Fundo Partidario";"Recursos de partido político"
250000019146;"HERALDO LOPES GUIMARÃES";"#NULO#";"PTB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"APTO";"N";"HERALDO LOPES GUIMARÃES";NA;3749;"SUPLENTE";"HERALDO LOPES GUIMARÃES";7460,01;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000058344;"EVERSON MARCOS DE OLIVEIRA";"#NULO#";"PTN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"S";"EVERSON MARCOS DE OLIVEIRA";24000;7334;"SUPLENTE";"EVERSON MARCOS DE OLIVEIRA";92383,17;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000022153;"USHITARO KAMIA";"#NULO#";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"AMARELA";"ADVOGADO";"APTO";"S";"USHITARO KAMIA";257000;18608;"SUPLENTE";"USHITARO KAMIA";135281,17;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
