"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"BENS_TOTAL";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA"
250000020834;"GISLAINE LAMBERT DE BRITO DOS SANTOS";"#NULO#";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";32939,66;"SUPLENTE";577;10000;"Fundo Partidario";"Recursos de partido político"
250000038410;"JOÃO FERREIRA DE MORAES NETO";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";552279,42;"NÃO ELEITO";469;4436,98;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000050195;"GERALDO DOS REIS BORGES";"#NULO#";"PSL";"MASCULINO";"LÊ E ESCREVE";"DIVORCIADO(A)";"BRANCA";"MONTADOR DE ESTRUTURA METÁLICA";"APTO";"N";NA;"NÃO ELEITO";1450;1214,21;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de outros candidatos, Recursos de partido político"
250000004998;"JOSÉ ROLIM DA SILVA";"#NULO#";"PSDB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";291400;"SUPLENTE";8652;NA;NA;NA
250000093984;"LEANDRA MOREIRA CARDOSO";"#NULO#";"PSL";"FEMININO";"LÊ E ESCREVE";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";NA;"NÃO ELEITO";143;NA;NA;NA
250000027338;"JORGE NOGUEIRA DA SILVA";"#NULO#";"PT do B";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"VIÚVO(A)";"BRANCA";"CANTOR E COMPOSITOR";"APTO";"N";8000;"NÃO ELEITO";646;120;"Outros Recursos";"Recursos próprios"
250000014899;"DOUGLAS ELIAS BELCHIOR";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";NA;"SUPLENTE";10557;19659,35;"Outros Recursos, Fundo Partidario";"Doações pela Internet, Recursos de pessoas físicas, Recursos de partido político"
250000006155;"LUIS ARAUJO FRANÇA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO FEDERAL";"APTO";"N";25000;"NÃO ELEITO";4195;44723,25;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000011698;"MARLENE BERNARDINO";"#NULO#";"PV";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";"N";NA;"SUPLENTE";60;NA;NA;NA
250000091663;"DELVAIR RODRIGUES DO PRADO";"#NULO#";"SD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";3478559,59;"NÃO ELEITO";1411;82699,52;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000008301;"MARILDA FELIPE";"#NULO#";"PRB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";3951;"SUPLENTE";6550;NA;NA;NA
250000014853;"FERNANDO JOSÉ DE SOUZA";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";10000;"SUPLENTE";2892;5158,35;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000044415;"HENRIQUE NOSTORIO SILVA";"#NULO#";"PPL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";55266,8;"NÃO ELEITO";963;NA;NA;NA
250000050200;"FABIANO ALAOR";"#NULO#";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"BOMBEIRO CIVIL";"APTO";"N";NA;"NÃO ELEITO";96;241,51;"Fundo Partidario";"Recursos de partido político"
250000019129;"DARLAN DE LIMA E SILVA";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";10000;"SUPLENTE";2017;920;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas"
250000011673;"ALEXANDRE PIMENTA ARAUJO";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";37662;"SUPLENTE";1775;1000;"Outros Recursos";"Recursos próprios"
250000014851;"EDUARDO FRANCISCO";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";215000;"SUPLENTE";1661;2041,6;"Outros Recursos";"Recursos de pessoas físicas"
250000005781;"CAUE DE CARVALHO BOCCHI";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";79000;"SUPLENTE";1991;11850;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000038346;"ROSA MARIA DE OLIVEIRA ISIDORO";"#NULO#";"PSDC";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"APTO";"N";NA;"NÃO ELEITO";41;NA;NA;NA
250000038381;"AMILCAR ELOY DE CASTRO JUNIOR";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"POLICIAL CIVIL";"APTO";"N";250000;"NÃO ELEITO";190;3091,12;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000011672;"SERGIO NAVARRA";"#NULO#";"PV";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";45000;"SUPLENTE";368;NA;NA;NA
250000038343;"PATRICIA KIYOMI TANI";"#NULO#";"PSDC";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"AMARELA";"OUTROS";"APTO";"N";30000;"NÃO ELEITO";111;NA;NA;NA
250000038373;"SERGIO ANTONIO SÁ DE ALBUQUERQUE";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"MÚSICO";"APTO";"N";NA;"NÃO ELEITO";354;6691,12;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político"
250000008315;"MARCELO PEREIRA SURCIN";"#NULO#";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"JORNALISTA E REDATOR";"APTO";"N";2718650;"SUPLENTE";12602;NA;NA;NA
250000013948;"KENNEDY RENE RODRIGUES DA SILVA";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";1e+05;"NÃO ELEITO";567;NA;NA;NA
250000013969;"RUI FERNANDES CORREA JUNIOR";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";232925,01;"NÃO ELEITO";334;NA;NA;NA
250000020792;"MARCO ANTONIO NOTARI";"#NULO#";"PMDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";NA;"SUPLENTE";408;2600;"Outros Recursos";"Recursos de pessoas físicas"
250000008328;"IZILDINHA SOUZA DOS SANTOS";"#NULO#";"PRB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"GERENTE";"APTO";"N";NA;"SUPLENTE";316;NA;NA;NA
250000024542;"SÉRGIO KOEI IKEHARA";"#NULO#";"PSTU";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"AMARELA";"BANCÁRIO E ECONOMIÁRIO";"APTO";"N";NA;"NÃO ELEITO";101;NA;NA;NA
250000014902;"GILBERTO JACINTO FEITOSA";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";24800;"SUPLENTE";517;1150;"Outros Recursos";"Recursos próprios"
250000011020;"JOÃO CARLOS CAMISA NOVA";"#NULO#";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"S";213025,14;"SUPLENTE";18278;240754,97;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de partido político"
250000004978;"ADMIR GERVASIO MOREIRA";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"MILITAR REFORMADO";"APTO";"N";772000;"SUPLENTE";4005;NA;NA;NA
250000006142;"JAMIL MURAD";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";"S";587608,37;"NÃO ELEITO";6615;283734,32;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000027326;"RAIMUNDO NONATO DOS SANTOS SOUZA";"#NULO#";"PTC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTORISTA PARTICULAR";"APTO";"N";NA;"NÃO ELEITO";621;NA;NA;NA
250000022099;"PAULO ROBERTO FIORILO";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";"S";598732,31;"SUPLENTE";24767;393008,57;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios"
250000011694;"VERA LUCIA SOARES SIMOES";"#NULO#";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";NA;"SUPLENTE";299;NA;NA;NA
250000014894;"CARLA CRISTINA SOARES DE CARVALHO";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";39826,76;"SUPLENTE";2042;3523,35;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas"
250000004993;"VIVIANE MODESTO DE SOUZA";"#NULO#";"PSDB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"COZINHEIRO";"APTO";"N";NA;"SUPLENTE";789;4700;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000020852;"RODRIGO HAYASHI GOULART";"#NULO#";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VETERINÁRIO";"APTO";"N";2236931,54;"ELEITO POR QP";49364;1070368,14;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000050198;"ANDERSON COSTA FERRARO";"#NULO#";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";NA;"NÃO ELEITO";114;NA;NA;NA
250000008318;"EDUARDO DOS REIS";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";2205000;"SUPLENTE";1123;NA;NA;NA
250000008368;"AGOSTINHO DE ASSUNÇÃO NETO";"#NULO#";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";985000;"SUPLENTE";3077;7563,33;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios"
250000040608;"HERVANDO LUIZ VELOZO";"#NULO#";"SD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";NA;"NÃO ELEITO";4578;17121,69;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000027331;"WELLINGTON DE JESUS PINTO";"#NULO#";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";NA;"NÃO ELEITO";189;NA;NA;NA
250000005821;"FLÁVIO RODRIGO GOMES PEDRO";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";634207,73;"SUPLENTE";510;13450;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000019132;"FRANCELANE DA SILVA MARÇAL";"#NULO#";"PTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";177871,01;"SUPLENTE";460;NA;NA;NA
250000011671;"MAURICIO BARROS GONZAGA DO NASCIMENTO";"#NULO#";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";64723;"SUPLENTE";246;NA;NA;NA
250000019140;"CELIA REGINA CORRÊA";"#NULO#";"PTB";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";125654,11;"SUPLENTE";429;NA;NA;NA
250000094290;"JOSELITO MIRANDA DOS SANTOS";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";NA;"SUPLENTE";543;NA;NA;NA
250000093114;"CLAUDIA RODRIGUES DE SOUSA";"#NULO#";"PTN";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";214;142,2;"Outros Recursos";"Recursos de outros candidatos"
250000027269;"ROSANGELA HENRIQUE DE LIMA";"#NULO#";"PRP";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"PSICÓLOGO";"APTO";"N";NA;"NÃO ELEITO";202;NA;NA;NA
250000008313;"EDSON MARQUES DA SILVA";"#NULO#";"PRB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"EMPRESÁRIO";"APTO";"N";NA;"SUPLENTE";835;NA;NA;NA
250000010842;"SONIA FRANCINE GASPAR MARMO";"#NULO#";"PPS";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";350000;"ELEITO POR QP";40113;36197;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos"
250000005018;"BEATRIZ HELENA FALCÃO BOTELHO";"#NULO#";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"PSICÓLOGO";"APTO";"N";574264,76;"SUPLENTE";2877;16673,77;"Outros Recursos";"Recursos de outros candidatos, Recursos de pessoas físicas"
250000008346;"ALBERTO SABINO DE OLIVEIRA";"#NULO#";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";250423,68;"SUPLENTE";1164;NA;NA;NA
250000006136;"ISRAEL NERI";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";375000;"NÃO ELEITO";244;4707,8;"Outros Recursos";"Recursos de pessoas físicas, Recursos de partido político"
250000020822;"ALEXANDRE MARQUES TIRELLI";"#NULO#";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";850521,88;"SUPLENTE";2186;100;"Outros Recursos";"Recursos próprios"
250000014863;"GIVANILDO MANOEL DA SILVA";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"INDÍGENA";"OUTROS";"APTO";"N";NA;"SUPLENTE";2486;22238,35;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000010837;"QUITÉRIO NASCIMENTO BARROS";"#NULO#";"PPS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";266711,5;"SUPLENTE";363;NA;NA;NA
250000011678;"GILBERTO PUJOL BISCARO";"#NULO#";"PV";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";6000;"SUPLENTE";442;NA;NA;NA
250000058346;"FLAVIA RAINHA MARTINS ANDRADE PINTO";"#NULO#";"PTN";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";154;3030;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000010913;"MIRIAN ROSA ZAMPERO";"#NULO#";"PMB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";6000;"SUPLENTE";91;NA;NA;NA
250000027330;"TEREZINHA APARECIDA MARQUES TOSINI ESTEVES";"#NULO#";"PTC";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";390000;"NÃO ELEITO";276;NA;NA;NA
250000010897;"ADRIANA SANCHES GALDEANO BORGO";"#NULO#";"PHS";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";NA;"SUPLENTE";3802;3190;"Outros Recursos";"Recursos de pessoas físicas"
250000022150;"RAIMUNDO SOUZA SOARES";"#NULO#";"PDT";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";NA;"SUPLENTE";492;NA;NA;NA
250000027261;"ANDRÉA JOFRE OLIVEIRA";"#NULO#";"PRP";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"DONA DE CASA";"APTO";"N";118695;"NÃO ELEITO";538;NA;NA;NA
250000027322;"MARCELO LUCIANO DA SILVA";"#NULO#";"PTC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"MOTORISTA PARTICULAR";"APTO";"N";7000;"NÃO ELEITO";369;NA;NA;NA
250000022091;"MANOEL DEL RIO BLAS FILHO";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";637857;"SUPLENTE";22770;246465,26;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Recursos de origens não identificadas, Recursos próprios"
250000038345;"ROBERTA CRISTINA RONCADA GASPAR";"#NULO#";"PSDC";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PEDAGOGO";"APTO";"N";225000;"NÃO ELEITO";173;200,57;"Outros Recursos";"Recursos de origens não identificadas, Recursos próprios"
250000010857;"RODRIGO GOMES DE SOUZA";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";447827,25;"SUPLENTE";14199;95722;"Outros Recursos";"Recursos próprios, Recursos de outros candidatos"
250000027321;"LUCIO PEREIRA DO NASCIMENTO";"#NULO#";"PTC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";NA;"NÃO ELEITO";252;NA;NA;NA
250000050163;"SERGIO FRANCISCO TERRA";"#NULO#";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";NA;"NÃO ELEITO";2361;12490;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000010900;"MONICA BERBEL ROCHA";"#NULO#";"PHS";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";1149;NA;NA;NA
250000006138;"MARCIO EVANGELISTA DOS SANTOS";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"ELETRICISTA E ASSEMELHADOS";"APTO";"N";1e+05;"NÃO ELEITO";241;NA;NA;NA
250000015108;"SERGIO BORGES ARRUDA";"#NULO#";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"EMPRESÁRIO";"APTO";"N";352282,55;"NÃO ELEITO";6308;202450;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000014900;"EDSON SENA NETO";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";"N";511000;"SUPLENTE";1254;NA;NA;NA
250000019152;"MARIA ERIVANDA CAVALCANTE ARAÚJO";"#NULO#";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";350000;"SUPLENTE";253;763;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos próprios, Recursos de outros candidatos"
250000011640;"LAURECI LUCIO DO PRADO";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";37224;"SUPLENTE";327;NA;NA;NA
250000020779;"GEORGE VATUTIN HATO";"#NULO#";"PMDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VEREADOR";"APTO";"S";827175,44;"ELEITO POR MÉDIA";26104;424670;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios"
250000006175;"ALESSANDRO BUZO DE SOUZA";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";105000;"NÃO ELEITO";1023;5843,67;"Outros Recursos, Fundo Partidario";"Recursos de partido político"
250000006165;"NILSON JOSÉ GARRIDO";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";380;NA;NA;NA
250000020823;"BENEDITO VILLELA ALVES COSTA JUNIOR";"#NULO#";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";441688,77;"SUPLENTE";306;3300;"Outros Recursos";"Recursos próprios"
250000013930;"ADRIANO SAVIANO";"#NULO#";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA";"APTO";"N";NA;"NÃO ELEITO";123;NA;NA;NA
250000062811;"VINICIUS RECIO LEITE";"#NULO#";"PATRIOTA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";31700;"NÃO ELEITO";310;NA;NA;NA
250000006190;"JEFFERSON ERECY SANTOS";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ENFERMEIRO";"APTO";"N";NA;"NÃO ELEITO";3063;25026,25;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000010858;"MARCOS DE SOUZA";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";361949,69;"SUPLENTE";884;37243,3;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas, Recursos de outros candidatos"
250000011658;"PAOLA ELIDE CHIARELLO";"#NULO#";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";120005,69;"SUPLENTE";115;NA;NA;NA
250000022074;"ALFREDO ALVES CAVALCANTE";"#NULO#";"PT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"VEREADOR";"APTO";"S";764996,34;"ELEITO POR QP";36324;232825;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000014887;"WARLEY ALVES BARBOSA";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";24;NA;NA;NA
250000006160;"ANTONIO CARLOS DOS SANTOS";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"ADMINISTRADOR";"APTO";"N";NA;"NÃO ELEITO";210;5446,45;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000011651;"CARLITO RICARDO";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";14000;"SUPLENTE";515;NA;NA;NA
250000062807;"FABIO APARECIDO FARIA";"#NULO#";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";NA;"NÃO ELEITO";157;NA;NA;NA
250000006191;"JOSÉ MARCELO DA SILVA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";1414;16970,77;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas"
250000013960;"RISLAINE FEITOZA ALVES";"#NULO#";"PRTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";"N";NA;"NÃO ELEITO";24;NA;NA;NA
